Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-03-30,2020-04-01,2020-04-03,2020-04-06,2020-04-08,2020-04-10,2020-04-13,2020-04-15,2020-04-17,2020-04-20,Tasa
Ñuble,16,Pinto,16106,11880.0,0.0,0.0,6.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,92.6
Ñuble,16,Portezuelo,16205,4940.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ñuble,16,Quillon,16107,18777.0,4.0,7.0,15.0,17.0,22.0,22.0,23.0,23.0,24.0,26.0,138.5
Ñuble,16,Quirihue,16201,12192.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,3.0,3.0,24.6
Ñuble,16,Ranquil,16206,6261.0,0.0,0.0,5.0,7.0,9.0,9.0,10.0,9.0,9.0,9.0,143.7
Ñuble,16,San Carlos,16301,56252.0,8.0,13.0,13.0,19.0,28.0,29.0,31.0,31.0,31.0,32.0,56.9
Ñuble,16,San Fabian,16304,4654.0,0.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,128.9
Ñuble,16,San Ignacio,16108,16624.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,24.1
Ñuble,16,San Nicolas,16305,12172.0,0.0,0.0,4.0,10.0,11.0,12.0,12.0,14.0,14.0,14.0,115.0
Ñuble,16,Treguaco,16207,5696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ñuble,16,Yungay,16109,18596.0,0.0,7.0,10.0,26.0,37.0,38.0,42.0,42.0,45.0,46.0,247.4
Biobío,08,Alto Biobio,08314,6775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.8
Biobío,08,Antuco,08302,4306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biobío,08,Arauco,08202,38679.0,0.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,15.5
Biobío,08,Cabrero,08303,30725.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,8.0,9.0,9.0,29.3
Biobío,08,Canete,08203,37003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biobío,08,Chiguayante,08103,91180.0,6.0,18.0,26.0,32.0,35.0,40.0,41.0,37.0,39.0,41.0,45.0
Biobío,08,Concepcion,08101,238092.0,28.0,47.0,53.0,70.0,73.0,81.0,92.0,130.0,142.0,149.0,62.6
Biobío,08,Contulmo,08204,6330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biobío,08,Coronel,08102,125829.0,0.0,11.0,12.0,13.0,18.0,18.0,18.0,15.0,15.0,15.0,11.9
Biobío,08,Curanilahue,08205,33892.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0
Biobío,08,Florida,08104,11841.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,33.8
Biobío,08,Hualpen,08112,97273.0,0.0,39.0,50.0,67.0,74.0,83.0,93.0,65.0,70.0,77.0,79.2
Biobío,08,Hualqui,08105,26201.0,0.0,0.0,0.0,7.0,7.0,7.0,8.0,9.0,13.0,15.0,57.2
Biobío,08,Laja,08304,23873.0,0.0,0.0,0.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,29.3
Biobío,08,Lebu,08201,27100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biobío,08,Los Alamos,08206,22524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biobío,08,Los Angeles,08301,218515.0,11.0,15.0,12.0,17.0,22.0,22.0,22.0,25.0,26.0,30.0,13.7
Biobío,08,Lota,08106,45750.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.2
Biobío,08,Mulchen,08305,31041.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,16.1
Biobío,08,Nacimiento,08306,27944.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,10.0,10.0,10.0,35.8
Biobío,08,Negrete,08307,10429.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,19.2
Biobío,08,Penco,08107,49865.0,0.0,0.0,0.0,5.0,5.0,5.0,9.0,11.0,12.0,15.0,30.1
Biobío,08,Quilaco,08308,4179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biobío,08,Quilleco,08309,10032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
Biobío,08,San Pedro de la Paz,08108,145906.0,18.0,50.0,56.0,63.0,71.0,73.0,80.0,75.0,75.0,85.0,58.3
Biobío,08,San Rosendo,08310,3611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biobío,08,Santa Barbara,08311,14592.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,20.6
Biobío,08,Santa Juana,08109,14779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8
Biobío,08,Talcahuano,08110,158345.0,0.0,23.0,29.0,36.0,45.0,46.0,56.0,82.0,85.0,97.0,61.3
Biobío,08,Tirua,08207,11019.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,36.3
Biobío,08,Tome,08111,58729.0,4.0,6.0,9.0,25.0,30.0,30.0,37.0,37.0,37.0,41.0,69.8
Biobío,08,Tucapel,08312,15205.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6.6
Biobío,08,Yumbel,08313,22132.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,27.1
Araucanía,09,Angol,09201,56058.0,7.0,13.0,12.0,15.0,23.0,24.0,28.0,36.0,38.0,51.0,91.0
Araucanía,09,Carahue,09102,25486.0,0.0,0.0,0.0,0.0,6.0,6.0,18.0,20.0,22.0,26.0,102.0
Araucanía,09,Cholchol,09121,12341.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,5.0,5.0,40.5
Araucanía,09,Collipulli,09202,26148.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.8
Araucanía,09,Cunco,09103,18055.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,33.2
Araucanía,09,Curacautin,09203,18178.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,27.5
Araucanía,09,Curarrehue,09104,7802.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,51.3
Araucanía,09,Ercilla,09204,8458.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,7.0,82.8
Araucanía,09,Freire,09105,25446.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,23.6
Araucanía,09,Galvarino,09106,12633.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,15.8
Araucanía,09,Gorbea,09107,15148.0,4.0,6.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,66.0
Araucanía,09,Lautaro,09108,40746.0,0.0,8.0,10.0,16.0,19.0,19.0,22.0,25.0,27.0,30.0,73.6
Araucanía,09,Loncoche,09109,24739.0,0.0,0.0,4.0,4.0,6.0,6.0,6.0,9.0,9.0,9.0,36.4
Araucanía,09,Lonquimay,09205,11049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Araucanía,09,Los Sauces,09206,7517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Araucanía,09,Lumaco,09207,10050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Araucanía,09,Melipeuco,09110,6265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Araucanía,09,Nueva Imperial,09111,33777.0,0.0,0.0,11.0,16.0,20.0,22.0,25.0,32.0,34.0,37.0,109.5
Araucanía,09,Padre Las Casas,09112,82110.0,9.0,14.0,33.0,44.0,49.0,49.0,49.0,52.0,58.0,71.0,86.5
Araucanía,09,Perquenco,09113,7223.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,6.0,83.1
Araucanía,09,Pitrufquen,09114,26096.0,4.0,6.0,7.0,11.0,12.0,12.0,16.0,18.0,17.0,19.0,72.8
Araucanía,09,Pucon,09115,29782.0,0.0,0.0,0.0,4.0,5.0,5.0,5.0,6.0,10.0,11.0,36.9
Araucanía,09,Puren,09208,12188.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,16.4
Araucanía,09,Renaico,09209,10833.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,27.7
Araucanía,09,Saavedra,09116,12793.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,62.5
Araucanía,09,Temuco,09101,302931.0,154.0,225.0,293.0,365.0,407.0,443.0,471.0,506.0,547.0,605.0,199.7
Araucanía,09,Teodoro Schmidt,09117,15786.0,0.0,4.0,0.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,31.7
Araucanía,09,Tolten,09118,10055.0,0.0,0.0,4.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,59.7
Araucanía,09,Traiguen,09210,19314.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,15.5
Araucanía,09,Victoria,09211,35467.0,5.0,7.0,11.0,12.0,15.0,15.0,15.0,13.0,13.0,28.0,78.9
Araucanía,09,Vilcun,09119,30766.0,4.0,5.0,11.0,18.0,20.0,20.0,24.0,27.0,29.0,37.0,120.3
Araucanía,09,Villarrica,09120,59103.0,,4.0,6.0,11.0,15.0,15.0,18.0,19.0,17.0,18.0,30.5
Los Ríos,14,Corral,14102,5447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.4
Los Ríos,14,Futrono,14202,15261.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,32.8
Los Ríos,14,La Union,14201,39538.0,0.0,9.0,10.0,17.0,18.0,18.0,18.0,23.0,23.0,21.0,53.1
Los Ríos,14,Lago Ranco,14203,10292.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,19.4
Los Ríos,14,Lanco,14103,17652.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,22.7
Los Ríos,14,Los Lagos,14104,20518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Ríos,14,Mafil,14105,7389.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,13.5
Los Ríos,14,Mariquina,14106,23250.0,0.0,0.0,0.0,6.0,8.0,8.0,8.0,9.0,9.0,8.0,34.4
Los Ríos,14,Paillaco,14107,20798.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.8
Los Ríos,14,Panguipulli,14108,35991.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.8
Los Ríos,14,Rio Bueno,14204,32925.0,0.0,0.0,0.0,5.0,5.0,5.0,10.0,7.0,7.0,11.0,33.4
Los Ríos,14,Valdivia,14101,176774.0,12.0,45.0,47.0,65.0,72.0,82.0,88.0,97.0,101.0,101.0,57.1
Los Lagos,10,Ancud,10202,42458.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,8.0,18.8
Los Lagos,10,Calbuco,10102,36744.0,4.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,8.0,6.0,16.3
Los Lagos,10,Castro,10201,47607.0,0.0,0.0,0.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,14.7
Los Lagos,10,Chaiten,10401,5020.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,19.9
Los Lagos,10,Chonchi,10203,16013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Cochamo,10103,4006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0
Los Lagos,10,Curaco de Velez,10204,4066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Dalcahue,10205,15069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Fresia,10104,12656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.9
Los Lagos,10,Frutillar,10105,20223.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,6.0,29.7
Los Lagos,10,Futaleufu,10402,2806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Hualaihue,10403,9525.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,31.5
Los Lagos,10,Llanquihue,10107,18621.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,5.4
Los Lagos,10,Los Muermos,10106,17817.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.6
Los Lagos,10,Maullin,10108,14894.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,6.7
Los Lagos,10,Osorno,10301,173410.0,66.0,120.0,163.0,190.0,207.0,220.0,232.0,241.0,249.0,265.0,152.8
Los Lagos,10,Palena,10404,1827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Puerto Montt,10101,269398.0,34.0,44.0,25.0,35.0,37.0,39.0,68.0,73.0,76.0,75.0,27.8
Los Lagos,10,Puerto Octay,10302,9192.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.9
Los Lagos,10,Puerto Varas,10109,48620.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,7.0,8.0,8.0,16.5
Los Lagos,10,Puqueldon,10206,4201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Purranque,10303,21080.0,0.0,0.0,5.0,5.0,11.0,16.0,16.0,16.0,16.0,16.0,75.9
Los Lagos,10,Puyehue,10304,11787.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,8.5
Los Lagos,10,Queilen,10207,5543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Quellon,10208,29309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Quemchi,10209,8783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Quinchao,10210,8298.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,12.1
Los Lagos,10,Rio Negro,10305,14275.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,28.0
Los Lagos,10,San Juan de la Costa,10306,7639.0,0.0,0.0,0.0,7.0,11.0,11.0,14.0,13.0,15.0,16.0,209.5
Los Lagos,10,San Pablo,10307,10553.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,8.0,75.8
Aysén,11,Aysen,11201,25002.0,0.0,0.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,1.0,4.0
Aysén,11,Chile Chico,11401,5121.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,19.5
Aysén,11,Cisnes,11202,5828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aysén,11,Cochrane,11301,3685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aysén,11,Coyhaique,11101,61210.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,4.9
Aysén,11,Guaitecas,11203,1599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aysén,11,Lago Verde,11102,920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aysén,11,OHiggins,11302,661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aysén,11,Rio Ibanez,11402,2699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aysén,11,Tortel,11303,572.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Magallanes,12,Antartica,12202,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magallanes,12,Cabo de Hornos,12201,1983.0,5.0,6.0,6.0,10.0,11.0,13.0,18.0,18.0,18.0,17.0,857.3
Magallanes,12,Laguna Blanca,12102,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magallanes,12,Natales,12401,23782.0,0.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,25.2
Magallanes,12,Porvenir,12301,7323.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,8.0,109.2
Magallanes,12,Primavera,12302,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,144.1
Magallanes,12,Punta Arenas,12101,141984.0,29.0,87.0,143.0,203.0,207.0,299.0,387.0,416.0,470.0,516.0,363.4
Magallanes,12,Rio Verde,12103,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magallanes,12,San Gregorio,12104,681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magallanes,12,Timaukel,12303,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magallanes,12,Torres del Paine,12402,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
